DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
eventql,EventQL,https://dbdb.io/db/eventql,https://dbdb.io/media/logos/eventql.png.40x40_q85.png,,"EventQL is a distributed, column-oriented database built for large-scale event collection and analytics.",Relational,SQL,Shared-Nothing,http://eventql.io,http://eventql.io,https://github.com/eventql/eventql,https://eventql.io/documentation,https://eventql.io/documentation,DeepCortex,"DE,NL",2014,2017,"Commercial,Open Source",C++,C++,,,,AGPL v3,,,@eventql_io,,,,,,,,Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,,,,,,,Relational,Y,eventql/eventql,eventql,eventql,Y
evitadb,evitaDB,https://dbdb.io/db/evitadb,https://dbdb.io/media/logos/evitadb.svg,,evitaDB is a DBMS designed specifically for online storefront and catalog applications.,Document / XML,"Custom API,GraphQL,HTTP / REST,RPC","Shared-Everything,Embedded",https://evitadb.io,https://evitadb.io,https://github.com/FgForrest/evitaDB,https://evitadb.io/documentation/index,https://evitadb.io/documentation/index,"FG Forrest, a.s.",CZ,2020,,"Commercial,Open Source",Java,Java,"C#,Java","C#,Java",,Business Source License,"All OS with Java VM,Hosted",https://evitadb.io/en/blog,@evitadb_io,,,"Claude,Copilot",,,,,,,,,"Hash Table,BitMap",Snapshot Isolation,,Logical Logging,,Materialized Model,,,,,Heaps,,,Custom,,,,,,Document,Y,FgForrest/evitaDB,FgForrest,evitaDB,Y
evolvsql,EvolvSQL,https://dbdb.io/db/evolvsql,,,"EvolvSQL is a PostgreSQL-compatible database system built on the BEAM virtual machine and Rust. It replaces the traditional process-per-connection model with lightweight BEAM processes to reduce memory overhead per connection, targeting workloads requiring high concurrency with low resource consumption.",Relational,SQL,,https://github.com/JagritGumber/evolvsql,https://github.com/JagritGumber/evolvsql,https://github.com/JagritGumber/evolvsql,https://github.com/JagritGumber/evolvsql/blob/main/FEATURES.md,https://github.com/JagritGumber/evolvsql/blob/main/FEATURES.md,,IN,2026,,"Hobby,Open Source",Rust,Rust,,,,Business Source License,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PostgreSQL,,,,Relational,Y,JagritGumber/evolvsql,JagritGumber,evolvsql,Y
exist-db,eXist-db,https://dbdb.io/db/exist-db,https://dbdb.io/media/logos/existdb.png.40x40_q85.png,,eXist-db is an open-source XML DBMS.,Document / XML,XQuery,,http://exist-db.org/exist/apps/homepage/index.html,http://exist-db.org/exist/apps/homepage/index.html,https://github.com/eXist-db/exist,https://github.com/eXist-db/exist/wiki,https://github.com/eXist-db/exist/wiki,eXist Solutions,DE,2000,,"Commercial,Open Source",Java,Java,,,,LGPL v2,,,@existdb,https://en.wikipedia.org/wiki/EXist,https://en.wikipedia.org/wiki/EXist,"Claude,Cursor",,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,eXist-db/exist,eXist-db,exist,Y
extenddb,ExtendDB,https://dbdb.io/db/extenddb,https://dbdb.io/media/logos/extenddb.svg,,"ExtendDB is an open-source API adapter that implements the DynamoDB wire protocol. It translates DynamoDB requests and routes them to pluggable storage backends, with PostgreSQL as the reference backend. It targets local development, continuous integration testing, on-premises deployments, multi-cloud environments, and air-gapped systems.","Key-Value,Document / XML","Custom API,SQL,Command-line / Shell,PartiQL",,https://extenddb.org,https://extenddb.org,https://github.com/ExtendDB/extenddb,https://github.com/ExtendDB/extenddb/tree/main/docs,https://github.com/ExtendDB/extenddb/tree/main/docs,"Amazon.com, Inc.",US,2026,,Open Source,Rust,Rust,,,,Apache v2,"Linux,macOS",,,,,Copilot,,,Dictionary Encoding,,,,,,,"Read Uncommitted,Read Committed,Repeatable Read",,,,,,,,,,,,,,"DynamoDB,PostgreSQL",,,,"Key-value,Document",Y,ExtendDB/extenddb,ExtendDB,extenddb,Y
extensible-storage-engine,Extensible Storage Engine,https://dbdb.io/db/extensible-storage-engine,,,"Extensible Storage Engine (ESE) is an embedded key-value ISAM DBMS used in various Microsoft products. This system is sometimes referred to as ""JET Blue"".",Key-Value,Custom API,Embedded,https://learn.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine,https://learn.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine,https://github.com/microsoft/Extensible-Storage-Engine,https://learn.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine-reference,https://learn.microsoft.com/en-us/windows/win32/extensible-storage-engine/extensible-storage-engine-reference,Microsoft Corporation,US,1994,,"Commercial,Open Source",C++,C++,"C,C++","C,C++",,MIT License,Windows,,,https://en.wikipedia.org/wiki/Extensible_Storage_Engine,https://en.wikipedia.org/wiki/Extensible_Storage_Engine,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,Indexed Sequential Access Method (ISAM),,,,,,JET Blue,,,Key-value,Y,microsoft/Extensible-Storage-Engine,microsoft,Extensible-Storage-Engine,Y
eyedb,EyeDB,https://dbdb.io/db/eyedb,https://dbdb.io/media/logos/eyedb.png.40x40_q85.png,,EyeDB is an object-oriented DBMS written for Java and C++ applications.,Object-Oriented,Custom API,,http://www.eyedb.org,http://www.eyedb.org,https://sourceforge.net/projects/eyedb,http://www.eyedb.org/documentation,http://www.eyedb.org/documentation,Genethon Laboratories,FR,1992,2014,"Academic,Open Source",C++,C++,"C++,Java","C++,Java",,LGPL v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom,,,IDB,,,Object oriented,,,,,Y
eyros,eyros,https://dbdb.io/db/eyros,https://dbdb.io/media/logos/eyros.svg,,eyros is a multi-dimensional interval DBMS designed for geospatial and time-series databases.,Array / Matrix,Custom API,Embedded,https://github.com/peermaps/eyros,https://github.com/peermaps/eyros,https://github.com/peermaps/eyros,,,bits.coop,US,2018,2022,Open Source,Rust,Rust,Rust,Rust,,Parity Public License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Array,Y,peermaps/eyros,peermaps,eyros,Y
falcon,Falcon,https://dbdb.io/db/falcon,https://dbdb.io/media/logos/mysql-falcon.png.40x40_q85.png,,Falcon was a transactional storage engine being developed for the MySQL relational database management system.,,,,,,http://mysql.bkbits.net:8080/mysql-5.2-falcon,http://download.nust.na/pub6/mysql/tech-resources/articles/falcon-in-depth.html,http://download.nust.na/pub6/mysql/tech-resources/articles/falcon-in-depth.html,Sun Microsystems,US,2006,2010,"Commercial,Open Source",,,,,,,,,,https://en.wikipedia.org/wiki/Falcon_(storage_engine),https://en.wikipedia.org/wiki/Falcon_(storage_engine),,,,,,,,,,,,,,,,,,MySQL,,,,,,Oracle Corporation,,,,,,,,,,Y
falkordb,FalkorDB,https://dbdb.io/db/falkordb,https://dbdb.io/media/logos/falkordb.svg,,FalkorDB is a property graph DBMS that runs on top of Redis. It uses GraphBLAS for its sparse adjacency matrix graph representation.,Graph,Custom API,Shared-Everything,https://www.falkordb.com,https://www.falkordb.com,https://github.com/falkordb/falkordb,https://docs.falkordb.com,https://docs.falkordb.com,FalkorDB,IL,2023,,"Commercial,Open Source",C,C,,,,Server Side Public License,"Hosted,Linux",https://www.falkordb.com/blog/,@falkordb,,,"Claude,Codex,Copilot,Gemini",,,,,Custom,,,,,,,,,,,,RedisGraph,,,,,,,,,,,Graph,Y,falkordb/falkordb,falkordb,falkordb,Y
fallen-8,Fallen-8,https://dbdb.io/db/fallen-8,https://dbdb.io/media/logos/fallen-8.svg,,Fallen-8 is an in-memory graph DBMS implemented in C#.,Graph,HTTP / REST,,http://www.fallen-8.com,http://www.fallen-8.com,https://github.com/cosh/fallen-8,,,Henning Rauch,DE,2011,2019,"Hobby,Open Source",C#,C#,,,,MIT License,,,,,,,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,,,,Graph,Y,cosh/fallen-8,cosh,fallen-8,Y
fastdb,FastDB,https://dbdb.io/db/fastdb,https://dbdb.io/media/logos/fastdb.svg,,"FastDB is an embedded, main-memory object-relational database management system written in C++. It targets applications requiring direct data access by mapping the database file into the application's virtual address space using OS memory-mapping mechanisms. The system provides a subset of SQL and a native C++ API, supporting transactions, fault tolerance via shadow paging, and replication without a separate server process.",Relational,"Custom API,SQL",Shared-Everything,http://www.garret.ru/fastdb.html,http://www.garret.ru/fastdb.html,https://sourceforge.net/projects/fastdb/,http://www.garret.ru/fastdb/FastDB.htm,http://www.garret.ru/fastdb/FastDB.htm,Konstantin Knizhnik,RU,2011,,Open Source,C++,C++,,,,Apache v2,"BSD,Linux,Solaris,Windows",,,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,,,T-Tree,,,Shadow Paging,,,,,,,,,,,,,,,,Relational,,,,,Y
faster,FASTER,https://dbdb.io/db/faster,https://dbdb.io/media/logos/faster.png.40x40_q85.png,,FASTER is a embedded transactional key-value storage manager from Microsoft.,Key-Value,Custom API,Embedded,https://microsoft.github.io/FASTER/,https://microsoft.github.io/FASTER/,https://github.com/microsoft/FASTER,https://microsoft.github.io/FASTER/docs/quick-start-guide/,https://microsoft.github.io/FASTER/docs/quick-start-guide/,Microsoft Corporation,US,2018,,"Commercial,Open Source","C#,C++","C#,C++","C#,C++","C#,C++",,MIT License,,,,,,,,,,,,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,,,,Key-value,Y,microsoft/FASTER,microsoft,FASTER,Y
featurebase,FeatureBase,https://dbdb.io/db/featurebase,https://dbdb.io/media/logos/featurebase.svg,,"FeatureBase is a relational DBMS designed for automated featured extraction for analytical workloads. Feature extraction and storage technology enables real-time analytics and AI initiatives, making model-ready data instantly accessible, without the need to copy or pre-process data. FeatureBase leaves data at its source and continuously extracts and updates only features in real time. FeatureBase supports clustering, record deletion, time-to-live (TTL) expiration and SQL functionality. FeatureBase is available as a cloud SaaS product or as a locally-managed database.",Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://www.featurebase.app/,https://www.featurebase.app/,https://github.com/featurebasedb/featurebase,https://docs.featurebase.app/guides,https://docs.featurebase.app/guides,Molecula,US,2017,2024,Open Source,Go,Go,"Python,SQL","Python,SQL",,Apache v2,"Hosted,Linux",https://www.featurebase.app/blog,@featurebasedb,,,,,,"Dictionary Encoding,Run-Length Encoding,Bitmap Encoding",Hybrid,"Decomposition Storage Model (Columnar),Custom","Non-Blocking,Consistent",Multi-version Concurrency Control (MVCC),Supported,"B+Tree,BitMap",,,,Not Supported,,Not Supported,Not Supported,Pilosa,,,,,,,,Pilosa,,,Relational,Y,featurebasedb/featurebase,featurebasedb,featurebase,Y
featureform,FeatureForm,https://dbdb.io/db/featureform,https://dbdb.io/media/logos/featureform.svg,,Embeddinghub is a vector DBMS designed for performing nearest neighbor searches.,Vector,Custom API,Shared-Everything,https://redis.io/feature-form/,https://redis.io/feature-form/,https://github.com/featureform/featureform,https://docs.featureform.com/introduction,https://docs.featureform.com/introduction,"Featureform, Inc.",US,2020,2025,"Commercial,Open Source",Go,Go,,,,Mozilla Public License,,,@FeatureformML,,,,,,,,,,,,,,,,,,,,,,,,,,Redis Ltd.,,"Embeddinghub, EmbeddingStore",,,Vector,Y,featureform/featureform,featureform,featureform,Y
ferresdb,FerresDB,https://dbdb.io/db/ferresdb,https://dbdb.io/media/logos/ferresdb.png.40x40_q85.png,,"FerresDB is a vector search engine designed for semantic search, retrieval-augmented generation pipelines, and recommendation systems. It provides approximate nearest-neighbor search using HNSW indexes, hybrid search combining vector similarity with BM25 full-text scoring, and a REST API. The system includes write-ahead log persistence, periodic snapshots, crash recovery, and observability metrics.",Vector,HTTP / REST,,https://www.ferres.io,https://www.ferres.io,https://github.com/ferres-db/ferres-db,https://www.ferres.io/docs,https://www.ferres.io/docs,Rafael Ferrés,BR,2026,,"Hobby,Open Source",Rust,Rust,,,,"Apache v2,MIT License","Linux,macOS,Windows",,,,,"Claude,Cursor",,,,Disk-oriented,,,,,"Inverted Index (Full Text),Hierarchical Navigable Small World (HNSW)",,,,,,,,,,,,,,,,,,,Vector,Y,ferres-db/ferres-db,ferres-db,ferres-db,Y
ferretdb,FerretDB,https://dbdb.io/db/ferretdb,https://dbdb.io/media/logos/ferretdb.svg,,FerretDB is a document-oriented query middleware on top of PostgreSQL.,Document / XML,Custom API,Shared-Everything,https://www.ferretdb.com/,https://www.ferretdb.com/,https://github.com/FerretDB/FerretDB,,,FerretDB,US,2021,,Open Source,Go,Go,,,PostgreSQL,,,,@ferret_db,,,Copilot,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,Heaps,,,,,MongoDB,MangoDB,,,Document,Y,FerretDB/FerretDB,FerretDB,FerretDB,Y
ferrite,Ferrite,https://dbdb.io/db/ferrite,,,"Ferrite is an end-to-end OLTP database management system implemented in Rust. It focuses on code clarity and documentation to demonstrate modern concurrency control and ARIES-style crash recovery mechanisms. The system supports SQL DDL, DML, queries, joins, and aggregations, and can be deployed as an embedded library or in client-server mode.",Relational,SQL,Embedded,https://github.com/OxidizeLabs/ferrite,https://github.com/OxidizeLabs/ferrite,https://github.com/OxidizeLabs/ferrite,,,Thomas Korrison,GB,2024,,"Hobby,Open Source",Rust,Rust,,,,"Apache v2,MIT License","Linux,macOS",,,,,,,,,Disk-oriented,,Fuzzy,Two-Phase Locking (Deadlock Detection),,B+Tree,,,Physiological Logging,,,,,,,,,,,,,,,,Relational,Y,OxidizeLabs/ferrite,OxidizeLabs,ferrite,Y
filedb-dotnet,FileDb,https://dbdb.io/db/filedb-dotnet,,,"FileDb was a embedded relational DBMS for for .NET, Silverlight, and Windows Phone applications.",Relational,"Custom API,SQL",Embedded,http://www.eztools-software.com/tools/filedb,http://www.eztools-software.com/tools/filedb,https://github.com/eztools-software/FileDb,,,EzTools Software,AU,2011,2019,"Commercial,Open Source",C#,C#,C#,C#,,Mozilla Public License,"Android,iOS,Windows",,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Relational,Y,eztools-software/FileDb,eztools-software,FileDb,Y
filedb,FileDB,https://dbdb.io/db/filedb,https://dbdb.io/media/logos/filedb_08V0UhI.png.40x40_q85.png,,"FileDB is a lightweight C# library to store, retrieve, and delete named blobs using a single archive file as a container on disk.",Key-Value,Custom API,Embedded,https://github.com/mbdavid/FileDB,https://github.com/mbdavid/FileDB,https://github.com/mbdavid/FileDB,,,Mauricio David,BR,2010,2015,"Hobby,Open Source",C#,C#,,,,MIT License,Windows,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,Custom,,,,,,Key-value,Y,mbdavid/FileDB,mbdavid,FileDB,Y
filodb,FiloDB,https://dbdb.io/db/filodb,https://dbdb.io/media/logos/filedb.png.40x40_q85.png,,"FiloDB is an open-source distributed, versioned, and columnar analytical database designed for modern streaming workloads.",,PromQL,,https://github.com/filodb/FiloDB,https://github.com/filodb/FiloDB,https://github.com/filodb/FiloDB,https://github.com/filodb/FiloDB/blob/master/README.md,https://github.com/filodb/FiloDB/blob/master/README.md,Evan Chan,US,2015,,Open Source,Scala,Scala,,,,Apache v2,,,,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,,,,,,,,,,,"Cassandra,Spark SQL",,,,,,,Prometheus,,,,,Y,filodb/FiloDB,filodb,FiloDB,Y
finedb,FineDB,https://dbdb.io/db/finedb,https://dbdb.io/media/logos/finedb_3QD3tsO.png.40x40_q85.png,,"FineDB is a multi-threaded NoSQL DBMS written in C, founded by Amaury Bouchard in 2013. It is based on Nanomsg and LMDB (Lightning Memory-Mapped Database) and is currently open-sourced and available on Github. It handles all basic queries. It uses LMDB as its internal storage manager, so all detailed information on the storage model can be found on LMDB's page. The way that the database is set up is that there are three main threads to handle the connections, writing and communication between the threads. For the communication between the threads, there are two nanomsg communication streams that have fanin and fanout streams. With these streams and threads, the DBMS connects to the LMDB storage model.",Key-Value,Custom API,Shared-Everything,http://www.finedb.org,http://www.finedb.org,https://github.com/Amaury/FineDB,http://www.finedb.org/page/show/1/protocol,http://www.finedb.org/page/show/1/protocol,Amaury Bouchard,FR,2013,2013,"Hobby,Open Source",C,C,,,LMDB,Apache v2,,,,,,,,,Bit Packing / Mostly Encoding,In-Memory,Custom,,Multi-version Concurrency Control (MVCC),Not Supported,B+Tree,,Not Supported,,Not Supported,,Not Supported,Not Supported,LMDB,,,,,,,,,,,Key-value,Y,Amaury/FineDB,Amaury,FineDB,Y
firebird,Firebird,https://dbdb.io/db/firebird,https://dbdb.io/media/logos/firebird-horizontal.svg,,"Firebird is a free, open-source, SQL relational database management system based on the open source edition of InterBase released by Borland Software Corp, formerly known as Inprise Corp. Developed in C and C++, Firebird supports major hardware and software platforms including Windows, Linux, and Mac OS X. Firebird offers many ANSI SQL standard features, allows simultaneous OLTP and OLAP operations through its multi-generational architecture, and supports stored procedures and triggers.",Relational,"Custom API,SQL,Stored Procedures,Command-line / Shell",Shared-Everything,https://www.firebirdsql.org/,https://www.firebirdsql.org/,https://github.com/FirebirdSQL/firebird,https://www.firebirdsql.org/en/firebird-rdbms,https://www.firebirdsql.org/en/firebird-rdbms,Borland Software Corporation,US,2000,,Open Source,"C,C++","C,C++","C,C++,Delphi,Java,Perl,PHP,Python","C,C++,Delphi,Java,Perl,PHP,Python",,Mozilla Public License,"Linux,macOS,Solaris,Windows",,@firebirdsql,https://en.wikipedia.org/wiki/Firebird_(database_server),https://en.wikipedia.org/wiki/Firebird_(database_server),Cursor,,,"Run-Length Encoding,Prefix Compression",Disk-oriented,N-ary Storage Model (Row/Record),Not Supported,Multi-version Concurrency Control (MVCC),Supported,B+Tree,"Read Committed,Snapshot Isolation","Nested Loop Join,Hash Join,Sort-Merge Join",Not Supported,"Code Generation,Stored Procedure Compilation",,Supported,Virtual Views,InterBase,,Heaps,,,,,,InterBase,,,Relational,Y,FirebirdSQL/firebird,FirebirdSQL,firebird,Y
fireproof,Fireproof,https://dbdb.io/db/fireproof,https://dbdb.io/media/logos/fireproof.svg,,Fireproof is an embedded document-oriented database based on CRDTs and IPFS. It is designed for Javascript applications.,Document / XML,Custom API,Shared-Everything,https://fireproof.storage,https://fireproof.storage,https://github.com/fireproof-storage/fireproof,https://use-fireproof.com/docs/welcome/,https://use-fireproof.com/docs/welcome/,Fireproof Storage,GB,2022,,"Commercial,Open Source",JavaScript,JavaScript,JavaScript,JavaScript,,Apache v2,,,@FireproofStorge,,,"Claude,Copilot",,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,Inverted Index (Full Text),,,,,,,,,,,,,,,,,,,Document,Y,fireproof-storage/fireproof,fireproof-storage,fireproof,Y
fjall,Fjall,https://dbdb.io/db/fjall,https://dbdb.io/media/logos/fjall.png.40x40_q85.png,,"Fjall is a log-structured, embedded key-value DBMS written in Rust.",Key-Value,Custom API,Embedded,https://fjall-rs.github.io,https://fjall-rs.github.io,https://github.com/fjall-rs/fjall,,,Marvin Janke,DE,2023,,"Hobby,Open Source",Rust,Rust,Rust,Rust,,"Apache v2,MIT License",Linux,,,,,,,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,Log-structured,,,Custom,,,LSM-tree,,,Key-value,Y,fjall-rs/fjall,fjall-rs,fjall,Y
flashdb,FlashDB,https://dbdb.io/db/flashdb,https://dbdb.io/media/logos/flashdb.png.40x40_q85.png,,FlashDB is an embedded key-value DBMS.,Key-Value,Custom API,Embedded,https://armink.github.io/FlashDB/,https://armink.github.io/FlashDB/,https://github.com/armink/FlashDB,https://armink.github.io/FlashDB/#/README,https://armink.github.io/FlashDB/#/README,Armink,CN,2020,,"Hobby,Open Source",C,C,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Key-value,Y,armink/FlashDB,armink,FlashDB,Y
flashfiler,FlashFiler,https://dbdb.io/db/flashfiler,,,,,,,http://www.turbopower.com,http://www.turbopower.com,https://sourceforge.net/projects/tpflashfiler,,,TurboPower Software Company,,1985,2003,"Commercial,Open Source",,,,,,Mozilla Public License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
fleetdb,FleetDB,https://dbdb.io/db/fleetdb,,,"FleetDB is an in-memory, document-oriented DBMS.",Document / XML,Custom API,,http://fleetdb.org,http://fleetdb.org,https://github.com/mmcgrana/fleetdb,http://fleetdb.org/docs/introduction.html,http://fleetdb.org/docs/introduction.html,Mark McGranaghan,US,2009,2014,"Academic,Open Source",Clojure,Clojure,,,,MIT License,,,@fleetdb,,,,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,mmcgrana/fleetdb,mmcgrana,fleetdb,Y
flockdb,FlockDB,https://dbdb.io/db/flockdb,,,"FlockDB was a distributed, fault-tolerant graph database.",Graph,,,https://github.com/twitter-archive/flockdb,https://github.com/twitter-archive/flockdb,https://github.com/twitter-archive/flockdb,,,Twitter Inc.,US,2010,2017,Open Source,Scala,Scala,,,,Apache v2,,,,https://en.wikipedia.org/wiki/FlockDB,https://en.wikipedia.org/wiki/FlockDB,,,,,,,,,,,,,,,,,,MySQL,,,,,,,,,,,Graph,Y,twitter-archive/flockdb,twitter-archive,flockdb,Y
fluree,Fluree,https://dbdb.io/db/fluree,https://dbdb.io/media/logos/flureedb.svg,,Fluree is a ledger-backed semantic graph database with a cloud-native architecture.,"Relational,Document / XML,Graph,Triplestore / RDF","Custom API,SQL,GraphQL,SPARQL,HTTP / REST",,https://flur.ee/,https://flur.ee/,https://github.com/fluree/db,https://developers.flur.ee/,https://developers.flur.ee/,,US,2017,,"Commercial,Open Source",Clojure,Clojure,"Clojure,JavaScript","Clojure,JavaScript",,AGPL v3,All OS with Java VM,,@FlureePBC,,,Claude,,,"Delta Encoding,Null Suppression,Prefix Compression",Hybrid,,,,,"AVL-Tree,Inverted Index (Full Text)",,,,,,,,,,,,,,,,FlureeDB,,,"Relational,Document,Graph,RDF",Y,fluree/db,fluree,db,Y
fongo,Fongo,https://dbdb.io/db/fongo,,,"Fongo (""Fake Mongo"") is a in-memory re-implementation of MongoDB written in Java. The goal of the project is to use it for lightweight unit testing and not production databases.",Document / XML,Custom API,Shared-Everything,https://github.com/fakemongo/fongo,https://github.com/fakemongo/fongo,https://github.com/fakemongo/fongo,,,"Foursquare Labs, Inc.",US,2012,2020,Open Source,Java,Java,,,,Apache v2,,,,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,MongoDB,,,,Document,Y,fakemongo/fongo,fakemongo,fongo,Y
forestdb,ForestDB,https://dbdb.io/db/forestdb,,,ForestDB is a single-node key-value storage engine Couchbase server. It addresses the performance issue on current B+ tree and LSM-tree indexing on variable length strings. ForestDB uses an in-memory log structured write buffer index and an on-disk HB+-trie as indexing. HB+-trie splits keys into chunks and stored in normal B+ tree nodes to guide the traffic. The write buffer index stores the disk locations of records not in HB+-trie and the log-structure of write buffer index reduces disk I/O.,Key-Value,Custom API,Embedded,https://github.com/couchbase/forestdb,https://github.com/couchbase/forestdb,https://github.com/couchbase/forestdb,https://github.com/couchbase/forestdb/wiki,https://github.com/couchbase/forestdb/wiki,"Couchbase, Inc.",US,2013,2019,Open Source,C++,C++,"C++,Go,Java,Objective-C,Python","C++,Go,Java,Objective-C,Python",,Apache v2,"Android,iOS,Linux,macOS,Windows",,,,,,,,Naïve (Record-Level),Disk-oriented,N-ary Storage Model (Row/Record),Non-Blocking,Multi-version Concurrency Control (MVCC),,"B+Tree,Patricia/Radix Trie,Log-Structured Merge Tree","Read Uncommitted,Read Committed",Not Supported,Physical Logging,Not Supported,,Not Supported,Not Supported,,,Log-structured,,,,,,,,,Key-value,Y,couchbase/forestdb,couchbase,forestdb,Y
foundationdb,FoundationDB,https://dbdb.io/db/foundationdb,https://dbdb.io/media/logos/foundationdb-horizontal.svg,,"FoundationDB is a distributed non-relational database that supports ACID transactions and OLTP workloads. FoundationDB decouples its data storage technology from its data model. All data is stored as an ordered key-value data structure and can be remapped to custom data models or indexes by using user-written layer module API. FoundationDB doesn’t have any separate query language, it only exposes API to access data. FoundationDB was famous for having rigorous and thorough testing of their fault tolerance. They built their own [deterministic testing] (https://www.youtube.com/watch?v=4fFDFbi3toc) while developing their system to make sure their system implementation behaves correctly. The simulation was built to model real-life scenarios, such as a combination of transaction executions while having network failure, database configuration change, and human operator errors.",Key-Value,Custom API,Shared-Nothing,https://www.foundationdb.org,https://www.foundationdb.org,https://github.com/apple/foundationdb,https://apple.github.io/foundationdb/index.html,https://apple.github.io/foundationdb/index.html,FoundationDB,US,2009,,Open Source,C++,C++,,,SQLite,Apache v2,,,@FoundationDB,https://en.wikipedia.org/wiki/FoundationDB,https://en.wikipedia.org/wiki/FoundationDB,"Aider,Claude,Copilot,Gemini",,,,Hybrid,Custom,,"Multi-version Concurrency Control (MVCC),Optimistic Concurrency Control (OCC)",Not Supported,"As have been stated in the Data Model sections, FoundationDB doesn’t support indexes natively. A user needs to build indexes by writing a layer module. With FoundationDB’s transaction, the same transaction can update index and data.",Serializable,"Same as indexes, a user needs to write a custom layer module to perform joins.",FoundationDB only responds to commit request once the transaction has been written to log and fsync -ed to the disk.,,,Not Supported,Not Supported,,,Sorted Files,,,,Apple Inc.,,,,,Key-value,Y,apple/foundationdb,apple,foundationdb,Y
framerd,FramerD,https://dbdb.io/db/framerd,https://dbdb.io/media/logos/framerd.png.40x40_q85.png,,"FramerD is a distributed object-oriented DBMS designed to support the maintenance of knowledge bases. FramerD is optimized for pointer-intensive data structures used by semantic networks, frame systems, and intelligent agent applications.",Object-Oriented,Custom API,,http://www.framerd.org,http://www.framerd.org,https://sourceforge.net/projects/framerd/,http://www.framerd.org/docs,http://www.framerd.org/docs,Massachusetts Institute of Technology,US,1996,2005,"Academic,Open Source",C,C,,,,GPL v2,"Linux,macOS,Windows",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object oriented,,,,,Y
frigatebird,Frigatebird,https://dbdb.io/db/frigatebird,https://dbdb.io/media/logos/frigatebird.svg,,Frigatebird is an embedded columnar database that implements a push-based Volcano execution model with morsel-driven parallelism,Relational,SQL,Embedded,https://github.com/Frigatebird-db/frigatebird,https://github.com/Frigatebird-db/frigatebird,https://github.com/Frigatebird-db/frigatebird,,,Daksh R,NL,2025,,"Hobby,Open Source",Rust,Rust,,,,MIT License,Linux,,,,,,,,,,Decomposition Storage Model (Columnar),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,,,,Relational,Y,Frigatebird-db/frigatebird,Frigatebird-db,frigatebird,Y
frostdb,FrostDB,https://dbdb.io/db/frostdb,https://dbdb.io/media/logos/frostdb.png.40x40_q85.png,,FrostDB is an embedded columnar DBMS written in Go designed for observability time-series data sets.,Column Family / Wide-Column,Custom API,Embedded,https://github.com/polarsignals/frostdb,https://github.com/polarsignals/frostdb,https://github.com/polarsignals/frostdb,,,Polar Signals,US,2022,,Open Source,Go,Go,Go,Go,,Apache v2,,,@PolarSignalsIO,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,"Parquet,Arrow",,,ArcticDB,,,Wide column,Y,polarsignals/frostdb,polarsignals,frostdb,Y
