Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Storage Architecture,Storage Model,Storage Organization,Stored Procedures,Views,Twitter,Inspired By,Compatible With,Wikipedia,Checkpoints,Compression,Former Name,Derived From,Storage Format
framerd,FramerD,"FramerD is a distributed object-oriented DBMS designed to support the maintenance of knowledge bases. FramerD is optimized for pointer-intensive data structures used by semantic networks, frame systems, and intelligent agent applications.",Object-Oriented,Custom API,,http://www.framerd.org,https://sourceforge.net/projects/framerd/,http://www.framerd.org/docs/,MIT Media Lab,US,1996.0,,"Academic,Open Source",C,,,GPL v2,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,,,,
frostdb,FrostDB,FrostDB is an embedded columnar DBMS written in Go designed for observability time-series data sets.,Column Family,Custom API,,https://github.com/polarsignals/frostdb,https://github.com/polarsignals/frostdb,,Polar Signals,US,2022.0,,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
fueldb,FuelDB,FuelDB is a real-time document-oriented database management system designed to run Node.js.,Document / XML,,,https://wonderfuel.io/fueldb/,https://github.com/unnamed38/fueldb,http://wonderfuel.io/fueldb/reference.php,Joris Basiglio,FR,2014.0,,Open Source,Java,,,MIT,Linux,,,,,,,,,,,,,,,,,,,,,,
gadfly,Gadfly,"Gadfly is a relational database management system written using Python modules and optional Python/C extension modules as its underlying engine. Gadfly stores the active database in memory, with recovery logging to a file system.",Relational,,,http://gadfly.sourceforge.net/,https://sourceforge.net/projects/gadfly/,http://gadfly.sourceforge.net/faq.html,Aaron Watters,US,1994.0,2013.0,Open Source,Python,,,Python License,,,,,,,,,,,,,,,,,,,,,,,
gaffer,Gaffer,Gaffer is a ER database written in Java.,Entity-Relationship,HTTP / REST,,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,,Government Communications Headquarters,GB,2016.0,,Open Source,Java,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,
gaia,Gaia,Gaia is an in-memory DBMS designed for embedded devices.,Object-Oriented,Custom API,,https://www.gaiaplatform.io,https://github.com/gaia-platform/GaiaPlatform,https://gaia-platform.github.io/gaia-platform-docs.io/,GAIA,US,,,"Commercial,Open Source",C++,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
genji,Genji,Genji is an embedded DBMS written in Go that supports SQL over document-oriented databases.,Document / XML,SQL,,https://genji.dev/,https://github.com/genjidb/genji,https://genji.dev/docs/,Asdine El Hrychy,AE,2018.0,,Open Source,Go,,,,,,,,,,,,,,,,,,,,,,,,,,
geode,Geode,"Apache Geode is an open-source, in-memory distributed database designed to support transactional applications with the demand for low latency and high concurrency.",Key/Value,Custom API,,http://geode.apache.org/,http://geode.apache.org/releases/,http://geode.apache.org/releases/latest/javadoc/index.html,Apache,US,2015.0,,Open Source,Java,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,
ghostdb,GhostDB,GhostDB is a distributed in-memory key-value DBMS designed for caching.,Key/Value,,,https://ghostdbcache.com/,https://github.com/jakekgrog/GhostDB,https://ghostdbcache.com/docs/,Jake Grogan,IE,2020.0,,Open Source,Go,,,BSD,Linux,,,,,,,,,,,,,,,,,,,,,,
gigabase,GigaBASE,"GigaBASE is object-relational embedded database engine for C++ applications. It provides SQL-like query language, smart C++ interface, and transactions based on shadow paging.",Object-Relational,,,http://www.garret.ru/gigabase.html,https://sourceforge.net/projects/gigabase/,http://www.garret.ru/gigabase/GigaBASE.htm,Konstantin Knizhnik,RU,,,"Hobby,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,
gnu-sql-server,GNU SQL Server,Portable multiuser relational database management system. It supports the full SQL89 dialect and has some extensions from SQL92. It provides multiuser access and transaction isolation based on predicative locks.,Relational,,,http://panda.ispras.ru/~gsql/,,,,RU,1997.0,1998.0,Open Source,C,,,GPL v2,Linux,,,,,,,,,,,,,,,,,,,,,,
goods,GOODS,"GOODS (""Generic Object Oriented Database System"") is an object-oriented distributed DBMS using an active client model.",Object-Oriented,,,http://www.garret.ru/goods.html,https://sourceforge.net/projects/goods-oodbms/,http://www.garret.ru/goods/readme.htm,Konstantin Knizhnik,RU,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
goshawkdb,GoshawkDB,,,,,https://goshawkdb.io,https://github.com/goshawkdb/server,https://goshawkdb.io/documentation.html,Matthew Sackman,GB,,2016.0,"Commercial,Open Source",,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,
grapheekdb,GrapheekDB,GrapheekDB is a lightweight graph database with support for multiple back-end storage managers. It only represents directed graphs and is persistent if the chosen data model is a Key/Value store.,"Key/Value,Graph","Custom API,Gremlin",,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb/src/default/docs/index.rst,Raphaël Braud,FR,2014.0,2015.0,Open Source,Python,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,
graphik,Graphik,Graphik is a document DBMS written in Go.,Document / XML,GraphQL,,https://graphikdb.github.io/graphik/,https://github.com/graphikDB/graphik,,Coleman Word,US,2020.0,,"Hobby,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
graviton,Graviton,Graviton Database is an embedded key-value DBMS that supports snapshot versioning.,Key/Value,Custom API,,https://github.com/deroproject/graviton,https://github.com/deroproject/graviton,,DERO Foundation,FR,2020.0,,Open Source,Go,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,
greatsql,GreatSQL,GreatSQL (GreatDB) is a fork of Percona's MySQL Server.,Relational,SQL,,https://greatdb.com/,https://github.com/GreatSQL/GreatSQL,,"Beijing Wanli Open Source Software Co., Ltd.",CN,2020.0,,"Commercial,Open Source",C++,,,GPL v2,"Hosted,Linux",,,,,,,,,,,,,,,,,,,,,,
greenplum,Greenplum,"Greenplum is an open-source data warehouse. It uses massive parallel processing to provide large-scale analytics on petabyte scale data. It uses the,Orca,cost-based Cascades-style framework query optimizer.",Relational,"SQL,PL/SQL",,http://greenplum.org,https://github.com/greenplum-db/gpdb,https://docs.greenplum.org/,"Greenplum, Pivotal",US,2003.0,,"Commercial,Open Source",C,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,
greptimedb,GreptimeDB,GreptimeDB is a distributed time-series DBMS written in Rust.,Relational,"SQL,HTTP / REST",,https://greptime.com/,https://github.com/GreptimeTeam/greptimedb,https://docs.greptime.com/,Greptime Inc.,CN,2022.0,,"Commercial,Open Source",Rust,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,
griddb,GridDB,"GridDB is a distributed key-value DBMS built by Toshiba. It has Key-Container data model and time-series functions which are designed specifically to target large data generated by IoT devices. It can be accessed by C and Java APIs, or TQL, a custom SQL-like query language.",Key/Value,"Custom API,SQL,HTTP / REST,Command-line / Shell",,https://griddb.net/en/,https://github.com/griddb/griddb_nosql,https://griddb.net/en/docs/documents/1-1_what-is-griddb.php,Toshiba Corporation,JP,2011.0,,"Commercial,Open Source",C++,,,"AGPL v3,Apache v2",Linux,,,,,,,,,,,,,,,,,,,,,,
gridgain,GridGain,GridGain is the commercial version of Apache Ignite.,Key/Value,Custom API,,http://www.gridgain.com/,,,GridGain Systems,US,2007.0,,"Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
gun,GUN,"Gun is an open-source and realtime, decentralized, offline-first, graph database engine written in JavaScript. It is a distributed system for synchronizing data across web applications and devices.",Graph,Custom API,,http://gun.js.org/,,,Mark Nadal,US,2014.0,,"Commercial,Open Source",JavaScript,,,Apache v2,,,,,,,,,,"Disk-oriented,In-Memory",,,,,@marknadal,,,,,,,,
h-store,H-Store,H-Store was an experimental database management system designed for on-line transaction processing applications.,Relational,"SQL,Stored Procedures",,https://hstore.cs.brown.edu/,,,"Brown University, Massachusetts Institute of Technology, Carnegie Mellon University",US,2006.0,,"Academic,Open Source","C++,Java",,,"BSD,GPL v3",,,,,,,,,,In-Memory,,,,,,,,https://en.wikipedia.org/wiki/H-Store,,,,,
h2,H2,"H2 (""Hypersonic 2"") is an open-source lightweight relational database management system implemented in Java, supporting standard SQL API and JDBC API, as well as PostgreSQL ODBC driver. H2 is characterized by its fast performance and low memory requirement. H2 can be either embedded into a Java application or used as a database server. Both in-memory and disk-based database configurations are available. H2 also has strong security features.",Relational,SQL,,http://www.h2database.com/,,,Thomas Mueller,CH,2004.0,,Open Source,Java,,,"Eclipse Public License,Mozilla Public License",,,,,,,,,,Hybrid,,,,,@h2database,,,https://en.wikipedia.org/wiki/H2_(DBMS),,,,,
haildb,HailDB,"HailDB was a fork of MySQL's InnoDB storage engine to provide it as a shared library with NoSQL API. It was part of the failed,Drizzle,project.",Key/Value,,,http://www.haildb.com/,,,Stewart Smith,AU,2010.0,,Open Source,,,,,,,,,,,,,,,,,,,,,,,,,,,
halodb,HaloDB,HaloDB is an embedded key-value store written in Java.,Key/Value,,,https://yahoodevelopers.tumblr.com/post/178250134648/introducing-halodb-a-fast-embedded-key-value,,,Yahoo!,US,2017.0,,"Industrial Research,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
hampusdb,HampusDB,HampusDB (HDB) is a key-value DBMS that combines concepts from filesystems and databases. It provides command line utilities for manipulating and extracting data stored in Berkeley DB.,Key/Value,Custom API,,http://www.hampusdb.org,,,Hampus Soderstrom,SE,2006.0,,"Hobby,Open Source",C,,,LGPL v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
hanoidb,HanoiDB,"HanoiDB is an indexed, key/value storage engine. The primary index is a log-structured merge tree.",Key/Value,,,https://github.com/krestenkrab/hanoidb,,,Kresten Krab Thorup,DK,2012.0,,Open Source,Erlang,,,,,,,,,,,,,,,,,,,,,,,,,,
hawq,HAWQ,"HAWQ (""Hadoop With Query"") is a distributed SQL execution engine that runs on top of Hadoop.",Relational,SQL,,http://hawq.apache.org/,,,Pivotal,US,2015.0,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,@ApacheHAWQ,,,,,,,,
hazelcast,Hazelcast,"Hazelcast IMDG (In Memory Data Grid) is a Java-based NoSQL open-source distributed in-memory data store and computation platform. It spreads and replicates data across a cluster of machines, therefore ensuring high availability, fault-tolerance and painless horizontal scalability. Hazelcast provides APIs for many of the most commonly used programming languages, including Java, C++, Python, Go and others. It can also be deployed on several different cloud environments, thanks to its multiple discovery plugins. Hazelcast's most common use cases include database caching, in-memory data computing and in-memory messaging.",Key/Value,Custom API,,https://hazelcast.org/,,,Hazelcast,US,2008.0,,"Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,In-Memory,,,,,@hazelcast,,,https://en.wikipedia.org/wiki/Hazelcast,,,,,
hbase,HBase,"HBase is an open source, distributed, non-relational, scalable big data store that runs on top of Hadoop Distributed Filesystem. Hbase is suitable for storing large quantities of data, but it lacks many of the features that relational database management systems usually have, such as column types, secondary indexes, advanced query languages, etc. HBase stores the data in rows and columns. A row is referenced by a row key, and columns are grouped into ""column families"". HBase is written in Java, and is supported by Apache Software Foundation.",Column Family,Custom API,,http://hbase.apache.org/,,,Powerset,US,2007.0,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,@HBase,,,https://en.wikipedia.org/wiki/Apache_HBase,,,,,
heavydb,HeavyDB,"HeavyDB is a relational, columnar database engine that uses GPUs to accelerate query execution.",Relational,SQL,,https://www.heavy.ai/,,,HEAVY.AI,US,2013.0,,"Commercial,Open Source",C++,,,Apache v2,,,,,,,,,,In-Memory,,,,,@heavy_ai,,,https://en.wikipedia.org/wiki/OmniSci,,,,,
herddb,HerdDB,"HerdDB is a distributed SQL DBMS implemented in Java, optimized for primary key read/update access patterns. It has been designed to be embeddable in any Java Virtual Machine.",Relational,"Custom API,SQL,Command-line / Shell",,https://herddb.org/,,,Diennea S.r.l.,IT,2016.0,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
heroic,Heroic,"Heroic is an open-source time-series DBMS built at Spotify to more effectively compute and analyze data-metrics across large quantities of data. According to the GitHub documentation, one of the primary features of Heroic DB is that data can be stored in the database for long periods of time. As also noted in the documentation, the database is designed to adapt to and handle increasing quantities of data. Heroic also uses the concept of Federated clusters, which enable the database to process user queries via multiple clusters such that the results are merged and outputted via a single system. Heroic also utilizes Elasticsearch DB for the indexing and querying processes in order to output complex queries more quickly and provide search suggestions for users. And lastly, once the metrics are computed, Heroic interacts with both Google Cloud Bigtable and Apache Cassandra for storage purposes, the latter of which is especially useful when it comes to Heroic’s long-term data storage capabilities.",Key/Value,Custom API,,https://spotify.github.io/heroic/,,,Spotify,SE,2015.0,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
hibari,Hibari,"Hibari is a distributed, ordered key-value, storage engine.",Key/Value,,,http://hibari.github.com/hibari-doc/,,,Gemini Mobile Technologies,"US,JP",2005.0,,Open Source,Erlang,,,Apache v2,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hibari_(database),,,,,
hipsterdb,hipsterDB,"hipsterDB is a toy key/value DBMS project that is designed to only return data as long as that data is not ""mainstream"". The system keeps track of how many times a key is accessed within a time window. If the number of accesses for a key goes above a threshold, then that key will be temporary ""removed"" from the database. When the number of recent accesses goes below that threshold (i.e., it has ""gone out of style""), then the key is available again.",Key/Value,HTTP / REST,,https://github.com/robmerrell/hipsterdb,,,Rob Merrell,US,2013.0,,"Hobby,Open Source",Go,,,,,,,,,,,,,,,,,,,,,,,,,,
histore,Histore,Histore is a JavaScript-based key-value storage engine backed by navigation state.,Key/Value,Custom API,,https://github.com/developit/histore,,,Jason Miller,US,2018.0,,Open Source,JavaScript,,,Apache v2,,,,,,,,,,In-Memory,,,,,,,,,,,,,
hive,Hive,"Apache Hive is a data warehouse software built on top of Hadoop that facilitates reading, writing and managing large datasets residing in distributed storage using SQL. Hive provides the necessary SQL abstraction so that SQL-like queries can be integrated with the underlying Java code without having to implement the queries in the low-level Java API. It allows structure to be projected onto data that is already in storage. Hive also provides a command line tool and a JDBC driver that users can use to connect to Hive.",Relational,SQL,,http://hive.apache.org/,,,Facebook,US,2010.0,,Open Source,Java,,,Apache v2,,,,,,,,,,"Disk-oriented,In-Memory,Hybrid",,,,,@ApacheHive,,,https://en.wikipedia.org/wiki/Apache_Hive,,,,,
hive-dart,Hive (Dart),Hive is an embedded key-value data store written in Dart.,Key/Value,Custom API,,https://hivedb.dev/,,,Simon Leier,DE,2019.0,,Open Source,Dart,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
hstreamdb,HStreamDB,HStreamDB is a streaming DBMS that targets IoT devices.,Relational,SQL,,https://hstream.io/,,,"EMQ Technologies Co., Ltd.",CN,2020.0,,"Commercial,Open Source",Haskell,,,BSD,,,,,,,,,,,,,,,@HStreamDB,,,,,,,,
hydra,Hydra,Hydra is a data warehouse using PostgreSQL as its frontend and Citus' c-store extension for columnar storage.,Object-Relational,SQL,,https://hydra.so/,,,Hydra,CA,2022.0,,"Commercial,Open Source",C,,,"AGPL v3,Apache v2",,,,,,,,,,Disk-oriented,,,,,@HydrasDB,,,,,,,,
hyperdex,HyperDex,"HyperDex is a distributed, searchable, and consistent key-value store. It is mainly developed by Robert Escriva in Cornell University. HyperDex provides serializability consistency and tolerates a threshold of server failures. Another highlight is a novel,search,primitive that supports query on secondary attributes. The main techniques HyperDex uses are hyperspace hashing and value-dependent chaining. HyperDex has a commercial extension called HyperDex Warp, which supports ACID transactions involving multiple objects. If not specified, ""HyperDex"" refers to the basic version without warp.",Key/Value,Custom API,Shared-Nothing,http://hyperdex.org/,https://github.com/rescrv/HyperDex,http://hyperdex.org/doc/latest/,Cornell University,US,2011.0,,"Academic,Open Source",C++,,,BSD,"Linux,OS X",,,,,,,,Materialized Model,Disk-oriented,Custom,,,,@HyperDexTeam,,,,,,,,
